b0013	ZMO1763	22.078	77	59	1	32	107	64	140	6.0	23.1
b0013	EWS79_RS07900	22.078	77	59	1	32	107	64	140	6.0	23.1
b0013	ZMO0495	26.250	80	50	2	41	118	676	748	8.2	23.1
b0013	EWS79_RS02125	26.250	80	50	2	41	118	676	748	8.2	23.1
b0013	ZMO0214	60.000	15	6	0	26	40	18	32	9.7	22.7
b0013	EWS79_RS00915	60.000	15	6	0	26	40	18	32	9.7	22.7
b0014	EWS79_RS02905	66.091	637	211	2	1	637	1	632	0.0	843
b0014	ZMO0660	66.091	637	211	2	1	637	1	632	0.0	843
b0014	ZMO0355	24.074	216	128	8	137	342	110	299	9.90e-06	44.7
b0014	EWS79_RS01500	24.074	216	128	8	137	342	110	299	9.93e-06	44.7
b0014	EWS79_RS06255	30.435	46	31	1	200	244	685	730	0.36	30.4
b0014	ZMO1408	30.435	46	31	1	200	244	679	724	0.38	30.4
b0014	ZMO1468	38.462	39	23	1	85	122	605	643	0.56	30.0
b0014	EWS79_RS06545	38.462	39	23	1	85	122	605	643	0.56	30.0
b0014	ZMO0787	31.429	70	46	1	102	171	389	456	0.93	29.3
b0014	EWS79_RS03480	31.429	70	46	1	102	171	389	456	0.93	29.3
b0014	EWS79_RS03730	50.000	20	10	0	277	296	120	139	2.0	28.1
b0014	ZMO0843	50.000	20	10	0	277	296	120	139	2.0	28.1
b0014	ZMO0197	39.535	43	22	3	4	45	587	626	2.1	28.1
b0014	EWS79_RS00840	39.535	43	22	3	4	45	587	626	2.1	28.1
b0014	ZMO0713	29.703	101	64	3	162	259	126	222	6.3	26.6
b0014	EWS79_RS03150	29.703	101	64	3	162	259	126	222	6.3	26.6
b0015	ZMO0661	52.394	376	170	5	1	371	1	372	2.28e-130	375
b0015	EWS79_RS02910	52.128	376	171	5	1	371	1	372	1.36e-129	374
b0015	ZMO1690	38.411	151	83	5	210	360	169	309	1.59e-24	99.4
b0015	ZMO1690	51.562	64	31	0	5	68	3	66	3.11e-17	78.6
b0015	EWS79_RS07565	38.411	151	83	5	210	360	169	309	1.62e-24	99.4
b0015	EWS79_RS07565	51.562	64	31	0	5	68	3	66	3.14e-17	78.6
b0015	ZMO1069	29.310	58	41	0	9	66	117	174	2.14e-05	41.6
b0015	EWS79_RS04765	29.310	58	41	0	9	66	117	174	2.17e-05	41.6
b0015	ZMO1545	35.849	53	34	0	8	60	151	203	9.14e-05	40.0
b0015	EWS79_RS06880	35.849	53	34	0	8	60	151	203	9.21e-05	40.0
b0015	ZMO0336	33.333	33	22	0	3	35	168	200	0.47	28.9
b0015	EWS79_RS01420	33.333	33	22	0	3	35	168	200	0.48	28.9
b0015	ZMO0193	39.286	28	16	1	171	197	449	476	0.63	28.9
b0015	EWS79_RS00825	39.286	28	16	1	171	197	449	476	0.63	28.9
b0015	ZMO1193	33.333	36	20	2	155	187	586	620	1.6	27.7
b0015	EWS79_RS05340	33.333	36	20	2	155	187	586	620	1.6	27.7
b0015	ZMO0770	33.333	51	34	0	102	152	365	415	3.1	26.6
b0015	EWS79_RS03410	33.333	51	34	0	102	152	365	415	3.1	26.6
b0016	ZMO1538	38.095	42	25	1	212	252	34	75	2.6	26.9
b0016	EWS79_RS06850	38.095	42	25	1	212	252	34	75	2.6	26.9
b0016	ZMO1236	55.000	20	9	0	245	264	254	273	3.3	26.2
b0016	EWS79_RS05540	55.000	20	9	0	245	264	254	273	3.3	26.2
b0016	ZMO0281	31.250	64	35	2	1	64	1	55	5.5	25.4
b0016	EWS79_RS01210	31.250	64	35	2	1	64	1	55	5.5	25.4
b0016	EWS79_RS07310	36.364	22	14	0	196	217	69	90	6.7	25.0
b0016	ZMO1636	36.364	22	14	0	196	217	69	90	7.3	25.0
b0016	ZMO0479	23.529	68	51	1	251	318	372	438	9.3	25.0
b0016	EWS79_RS02040	23.529	68	51	1	251	318	372	438	9.3	25.0
b0018	ZMO1323	29.412	34	24	0	12	45	219	252	3.3	22.3
b0018	EWS79_RS05900	29.412	34	24	0	12	45	219	252	3.3	22.3
b0018	ZMO1668	16.667	48	40	0	20	67	66	113	7.2	21.6
b0018	EWS79_RS07460	16.667	48	40	0	20	67	66	113	7.2	21.6
b0018	EWS79_RS07470	36.000	25	12	1	6	26	97	121	8.7	21.2
b0018	ZMO1670	36.000	25	12	1	6	26	93	117	8.8	21.2
b4412	ZMO1323	38.095	21	13	0	6	26	232	252	2.9	21.9
b4412	EWS79_RS05900	38.095	21	13	0	6	26	232	252	2.9	21.9
b4412	ZMO0694	30.000	30	21	0	6	35	5	34	4.4	21.2
b4412	EWS79_RS03065	30.000	30	21	0	6	35	5	34	4.4	21.2
b0019	ZMO0119	40.933	386	221	4	4	387	5	385	1.35e-80	249
b0019	EWS79_RS00490	40.933	386	221	4	4	387	5	385	1.39e-80	249
b0019	ZMO1522	25.843	89	49	3	129	205	65	148	1.4	27.7
b0019	EWS79_RS06790	25.843	89	49	3	129	205	65	148	1.4	27.7
b0020	ZMO1974	25.735	136	97	3	6	140	2	134	8.87e-07	46.2
b0020	EWS79_RS08970	25.735	136	97	3	6	140	2	134	8.90e-07	46.2
b0020	ZMO0675	37.705	61	38	0	1	61	1	61	7.74e-06	43.1
b0020	EWS79_RS02980	37.705	61	38	0	1	61	1	61	7.77e-06	43.1
b0020	ZMO0050	34.921	63	41	0	6	68	1	63	2.90e-05	41.6
b0020	EWS79_RS00210	34.921	63	41	0	6	68	1	63	2.90e-05	41.6
b0020	ZMO1336	29.333	75	53	0	3	77	1	75	3.84e-04	38.1
b0020	EWS79_RS05950	29.333	75	53	0	3	77	1	75	3.85e-04	38.1
b0020	ZMO0774	27.273	88	64	0	14	101	13	100	0.004	35.0
b0020	EWS79_RS03420	27.273	88	64	0	14	101	13	100	0.004	35.0
b0020	ZMO0781	31.250	64	44	0	3	66	1	64	0.006	34.3
b0020	EWS79_RS03450	31.250	64	44	0	3	66	1	64	0.006	34.3
b0020	ZMO1155	42.222	45	23	2	86	129	239	281	0.27	29.3
b0020	EWS79_RS05160	42.222	45	23	2	86	129	239	281	0.27	29.3
b0020	ZMO1793	23.810	147	101	1	6	152	1	136	0.86	27.7
b0020	EWS79_RS08030	23.810	147	101	1	6	152	1	136	0.86	27.7
b0020	ZMO1443	34.375	32	21	0	165	196	196	227	1.3	27.3
b0020	EWS79_RS06425	34.375	32	21	0	165	196	196	227	1.3	27.3
b0021	ZMO0801	45.455	33	13	1	84	116	232	259	0.059	30.0
b0021	EWS79_RS03545	45.455	33	13	1	84	116	232	259	0.059	30.0
b0021	ZMO0566	26.087	46	34	0	88	133	372	417	1.9	25.4
b0021	EWS79_RS02495	26.087	46	34	0	88	133	372	417	1.9	25.4
b0021	EWS79_RS02210	42.308	26	14	1	24	48	180	205	7.6	23.5
b0021	ZMO0513	42.308	26	14	1	24	48	180	205	7.8	23.5
b0022	EWS79_RS01115	23.288	73	54	1	19	89	3	75	1.0	24.6
b0022	ZMO0260	23.288	73	54	1	19	89	3	75	1.1	24.6
b0022	EWS79_RS04070	31.818	22	15	0	42	63	62	83	2.9	23.5
b0022	ZMO0917	31.818	22	15	0	42	63	62	83	2.9	23.5
b0022	EWS79_RS03145	45.455	22	9	1	45	66	553	571	5.5	22.7
b0022	ZMO0712	45.455	22	9	1	45	66	558	576	5.5	22.7
b0023	ZMO1358	41.379	87	51	0	1	87	1	87	5.48e-15	60.8
b0023	EWS79_RS06040	41.379	87	51	0	1	87	1	87	5.61e-15	60.8
b0023	ZMO1842	32.558	43	29	0	43	85	69	111	0.39	25.8
b0023	EWS79_RS08255	32.558	43	29	0	43	85	69	111	0.39	25.8
b0023	ZMO1149	29.091	55	30	2	37	82	158	212	0.43	25.8
b0023	EWS79_RS05130	29.091	55	30	2	37	82	158	212	0.43	25.8
b0023	ZMO0659	25.926	81	39	3	3	83	92	151	2.5	23.5
b0023	EWS79_RS02900	25.926	81	39	3	3	83	92	151	2.5	23.5
b0024	ZMO0722	27.500	40	29	0	10	49	579	618	0.69	24.6
b0024	EWS79_RS03190	27.500	40	29	0	10	49	579	618	0.69	24.6
b0025	ZMO0322	35.417	288	186	0	17	304	16	303	6.13e-58	186
b0025	EWS79_RS01365	35.417	288	186	0	17	304	16	303	6.30e-58	186
b0025	ZMO1753	35.000	40	26	0	266	305	147	186	0.29	29.3
b0025	EWS79_RS07850	35.000	40	26	0	266	305	147	186	0.29	29.3
b0025	ZMO1396	24.000	175	89	6	83	242	64	209	0.53	28.1
b0025	EWS79_RS06200	24.000	175	89	6	83	242	64	209	0.53	28.1
b0025	ZMO1665	36.957	46	21	1	13	50	288	333	0.78	28.1
b0025	EWS79_RS07450	36.957	46	21	1	13	50	288	333	0.78	28.1
b0026	EWS79_RS01370	41.060	962	497	17	3	929	14	940	0.0	701
b0026	ZMO0323	41.060	962	497	17	3	929	14	940	0.0	701
b0026	ZMO1878	23.529	833	531	20	39	850	24	771	2.43e-52	194
b0026	EWS79_RS08475	23.529	833	531	20	39	850	24	771	2.44e-52	194
b0026	ZMO1435	21.337	389	233	8	58	391	47	417	1.88e-09	58.2
b0026	ZMO1435	41.176	34	20	0	598	631	617	650	0.43	30.8
b0026	ZMO1435	38.889	36	18	2	447	482	418	449	0.89	30.0
b0026	EWS79_RS06385	21.337	389	233	8	58	391	47	417	1.88e-09	58.2
b0026	EWS79_RS06385	41.176	34	20	0	598	631	617	650	0.43	30.8
b0026	EWS79_RS06385	38.889	36	18	2	447	482	418	449	0.89	30.0
b0026	ZMO1092	23.757	181	116	7	525	688	216	391	5.67e-04	40.0
b0026	ZMO1092	34.615	52	34	0	49	100	3	54	0.008	36.6
b0026	EWS79_RS04870	23.757	181	116	7	525	688	216	391	5.68e-04	40.0
b0026	EWS79_RS04870	34.615	52	34	0	49	100	3	54	0.008	36.6
b0026	EWS79_RS03730	34.146	41	27	0	598	638	391	431	0.62	30.4
b0026	ZMO0843	34.146	41	27	0	598	638	391	431	0.63	30.4
b0026	ZMO1934	37.838	37	20	1	900	933	380	416	4.9	27.3
b0026	EWS79_RS08760	37.838	37	20	1	900	933	380	416	4.9	27.3
b0026	EWS79_RS04595	26.531	147	96	5	798	938	82	222	8.6	26.6
b0026	ZMO1029	26.531	147	96	5	798	938	82	222	9.0	26.2
b0027	ZMO0324	30.769	143	94	3	17	156	23	163	9.93e-20	78.2
b0027	EWS79_RS01375	30.769	143	94	3	17	156	23	163	1.00e-19	78.2
b0027	ZMO1922	40.541	37	17	1	103	134	32	68	2.5	25.0
b0027	EWS79_RS08695	40.541	37	17	1	103	134	32	68	2.5	25.0
b0027	ZMO1826	32.653	49	23	1	67	115	265	303	2.7	25.0
b0027	EWS79_RS08180	32.653	49	23	1	67	115	265	303	2.7	25.0
b0027	ZMO1584	34.146	41	22	2	39	75	146	185	6.9	23.9
b0027	EWS79_RS07075	34.146	41	22	2	39	75	146	185	6.9	23.9
b0028	ZMO1712	30.303	66	43	2	8	72	84	147	0.031	30.0
b0028	EWS79_RS07670	30.303	66	43	2	8	72	84	147	0.032	30.0
b0028	ZMO1681	30.612	49	31	1	51	99	333	378	0.90	26.2
b0028	EWS79_RS07520	30.612	49	31	1	51	99	333	378	0.90	26.2
b0028	ZMO0376	37.778	45	20	2	54	98	517	553	1.5	25.8
b0028	EWS79_RS01595	37.778	45	20	2	54	98	517	553	1.5	25.8
b0028	ZMO0574	50.000	16	8	0	111	126	737	752	1.9	25.4
b0028	EWS79_RS02540	50.000	16	8	0	111	126	737	752	1.9	25.4
b0028	EWS79_RS05780	24.615	65	45	1	59	123	9	69	5.5	23.5
b0028	ZMO2017	24.615	65	45	1	59	123	9	69	5.7	23.1
b0029	EWS79_RS03885	53.722	309	140	1	1	309	2	307	9.45e-116	335
b0029	ZMO0875	53.722	309	140	1	1	309	2	307	9.55e-116	335
b0029	ZMO0643	33.333	60	28	2	246	298	243	297	0.50	28.5
b0029	EWS79_RS02825	33.333	60	28	2	246	298	243	297	0.50	28.5
b0029	ZMO0738	41.667	36	20	1	209	243	285	320	1.9	26.6
b0029	EWS79_RS03270	41.667	36	20	1	209	243	285	320	1.9	26.6
b0029	ZMO1036	34.884	43	20	2	36	78	262	296	2.7	26.2
b0029	EWS79_RS04620	34.884	43	20	2	36	78	262	296	2.7	26.2
b0029	ZMO0364	29.310	58	41	0	126	183	476	533	4.9	25.8
b0029	EWS79_RS01540	29.310	58	41	0	126	183	476	533	4.9	25.8
b0029	ZMO1660	34.483	29	19	0	145	173	68	96	6.6	24.3
b0029	EWS79_RS07425	34.483	29	19	0	145	173	68	96	6.7	24.3
b0029	ZMO0374	42.500	40	18	2	61	100	235	269	8.9	24.6
b0029	EWS79_RS01580	42.500	40	18	2	61	100	235	269	8.9	24.6
b0029	ZMO1588	35.714	42	24	1	275	316	347	385	9.1	24.6
b0029	EWS79_RS07090	35.714	42	24	1	275	316	347	385	9.1	24.6
b0030	ZMO0366	23.810	63	43	1	152	214	97	154	4.6	25.4
b0030	EWS79_RS01545	23.810	63	43	1	152	214	97	154	4.6	25.4
b0030	EWS79_RS01535	27.848	79	54	2	74	151	21	97	5.8	25.0
b0030	ZMO0363	27.848	79	54	2	74	151	12	88	6.0	25.0
b0030	EWS79_RS00835	27.848	79	37	3	56	114	30	108	8.3	24.6
b0030	ZMO0195	27.848	79	37	3	56	114	54	132	9.1	24.6
b0031	ZMO0707	40.370	270	140	4	3	270	4	254	6.74e-61	190
b0031	EWS79_RS03120	40.370	270	140	4	3	270	4	254	6.95e-61	190
b0031	ZMO0010	29.630	54	38	0	141	194	81	134	4.2	25.4
b0031	EWS79_RS00050	29.630	54	38	0	141	194	81	134	4.2	25.4
b0032	EWS79_RS07215	51.715	379	176	4	4	378	14	389	1.10e-134	387
b0032	ZMO1618	51.715	379	176	4	4	378	14	389	1.44e-134	387
b0032	ZMO0114	24.074	162	115	4	222	377	33	192	1.20e-09	54.3
b0032	EWS79_RS00470	24.074	162	115	4	222	377	33	192	1.22e-09	54.3
b0032	EWS79_RS00860	23.125	160	115	3	204	356	14	172	1.31e-09	54.3
b0032	ZMO0201	23.125	160	115	3	204	356	29	187	1.52e-09	54.3
b0032	ZMO1267	30.435	92	61	2	194	283	15	105	3.54e-07	48.5
b0032	EWS79_RS05650	30.435	92	61	2	194	283	15	105	3.55e-07	48.5
b0032	ZMO1502	35.484	62	27	2	228	276	37	98	0.091	30.8
b0032	EWS79_RS06700	35.484	62	27	2	228	276	37	98	0.092	30.8
b0032	ZMO0092	28.358	67	47	1	268	334	146	211	0.10	30.8
b0032	EWS79_RS00380	28.358	67	47	1	268	334	146	211	0.10	30.8
b0032	ZMO0462	36.111	36	23	0	252	287	365	400	0.12	31.2
b0032	ZMO0462	42.500	40	21	2	334	371	495	534	0.37	29.6
b0032	EWS79_RS01970	36.111	36	23	0	252	287	365	400	0.12	31.2
b0032	EWS79_RS01970	42.500	40	21	2	334	371	495	534	0.37	29.6
b0032	ZMO1532	33.333	57	27	1	233	278	40	96	3.0	26.2
b0032	EWS79_RS06830	33.333	57	27	1	233	278	40	96	3.0	26.2
b0032	ZMO0976	27.778	54	36	1	329	382	214	264	3.7	26.2
b0032	EWS79_RS04355	27.778	54	36	1	329	382	214	264	3.7	26.2
b0032	ZMO1405	22.619	168	107	7	29	194	98	244	5.6	25.4
b0032	EWS79_RS06240	22.619	168	107	7	29	194	98	244	5.6	25.4
b0033	ZMO0735	24.590	244	155	4	649	875	67	298	5.73e-13	68.9
b0033	ZMO0735	21.084	332	208	11	107	403	71	383	1.90e-08	54.7
b0033	EWS79_RS03255	24.590	244	155	4	649	875	91	322	7.45e-13	68.6
b0033	EWS79_RS03255	21.084	332	208	11	107	403	95	407	2.23e-08	54.3
b0033	ZMO0495	24.603	126	84	6	840	963	177	293	6.4	27.3
b0033	EWS79_RS02125	24.603	126	84	6	840	963	177	293	6.4	27.3
b0033	ZMO0658	36.000	50	32	0	686	735	223	272	6.7	26.9
b0033	EWS79_RS02895	36.000	50	32	0	686	735	223	272	6.7	26.9
b0033	ZMO0256	24.752	101	60	4	330	428	216	302	9.1	26.6
b0033	EWS79_RS01100	24.752	101	60	4	330	428	216	302	9.1	26.6
b0033	ZMO1485	34.375	32	21	0	1021	1052	303	334	9.4	26.6
b0033	EWS79_RS06615	34.375	32	21	0	1021	1052	303	334	9.4	26.6
b0034	ZMO1652	32.143	28	19	0	88	115	241	268	3.4	24.3
b0034	EWS79_RS07385	32.143	28	19	0	88	115	241	268	3.4	24.3
b0035	ZMO0431	26.613	124	62	4	12	126	106	209	0.042	30.8
b0035	EWS79_RS01840	26.613	124	62	4	12	126	106	209	0.042	30.8
b0035	ZMO1806	30.357	56	37	1	91	146	135	188	2.2	25.4
b0035	EWS79_RS08080	30.357	56	37	1	91	146	135	188	2.2	25.4
b0035	ZMO1959	29.268	41	29	0	142	182	449	489	5.2	24.6
b0035	EWS79_RS08905	29.268	41	29	0	142	182	449	489	5.2	24.6
b0035	ZMO0814	28.125	64	37	3	44	101	203	263	5.3	24.6
b0035	EWS79_RS03600	28.125	64	37	3	44	101	203	263	5.3	24.6
b0035	ZMO1772	22.951	61	43	2	129	187	260	318	7.3	23.9
b0035	ZMO0498	25.275	91	51	3	31	104	310	400	7.3	24.3
b0035	EWS79_RS02140	25.275	91	51	3	31	104	310	400	7.3	24.3
b0035	ZMO0426	50.000	22	9	1	146	167	21	40	8.3	23.9
b0035	EWS79_RS01815	50.000	22	9	1	146	167	21	40	8.3	23.9
b0035	ZMO0228	21.918	73	46	1	32	93	359	431	8.5	23.9
b0035	EWS79_RS00975	21.918	73	46	1	32	93	359	431	8.8	23.9
b0035	EWS79_RS07940	22.951	61	43	2	129	187	276	334	9.0	23.9
b0036	ZMO0638	48.387	31	16	0	87	117	43	73	0.32	28.1
b0036	EWS79_RS02805	48.387	31	16	0	87	117	43	73	0.33	28.1
b0036	ZMO0419	39.024	41	22	1	70	110	176	213	3.5	25.4
b0036	EWS79_RS01785	39.024	41	22	1	70	110	176	213	3.5	25.4
b0036	ZMO1491	36.000	25	16	0	98	122	218	242	3.5	25.4
b0036	EWS79_RS06645	36.000	25	16	0	98	122	218	242	3.5	25.4
b0036	ZMO0007	26.882	93	42	3	146	226	12	90	7.1	24.6
b0036	EWS79_RS00035	26.882	93	42	3	146	226	12	90	7.1	24.6
b0037	ZMO0704	22.037	540	342	21	29	513	56	571	4.81e-18	84.0
b0037	EWS79_RS03105	22.037	540	342	21	29	513	56	571	5.86e-18	83.6
b0037	ZMO1654	45.946	37	19	1	366	402	197	232	0.91	28.5
b0037	EWS79_RS07395	45.946	37	19	1	366	402	197	232	0.91	28.5
b0037	ZMO0059	27.419	62	44	1	392	452	128	189	1.9	27.7
b0037	EWS79_RS00245	27.419	62	44	1	392	452	128	189	1.9	27.7
b0037	ZMO0402	48.000	25	13	0	374	398	98	122	3.4	26.6
b0037	EWS79_RS01705	48.000	25	13	0	374	398	98	122	3.4	26.6
b0037	ZMO0369	37.931	29	18	0	119	147	103	131	3.5	26.6
b0037	EWS79_RS01560	37.931	29	18	0	119	147	103	131	3.5	26.6
b0038	EWS79_RS05265	30.380	79	40	4	279	348	124	196	0.72	28.5
b0038	ZMO1179	30.380	79	40	4	279	348	111	183	0.74	28.5
b0038	ZMO1167	31.148	61	36	3	26	84	512	568	1.7	27.3
b0038	EWS79_RS05215	31.148	61	36	3	26	84	512	568	1.7	27.3
b0038	ZMO0411	30.303	33	23	0	5	37	93	125	8.0	25.4
b0038	EWS79_RS01750	30.303	33	23	0	5	37	93	125	8.0	25.4
b0038	ZMO1694	30.612	49	34	0	153	201	354	402	9.5	25.0
b0038	EWS79_RS07585	30.612	49	34	0	153	201	354	402	9.5	25.0
b0039	ZMO0485	30.000	380	242	8	16	380	20	390	3.78e-40	143
b0039	EWS79_RS02070	30.000	380	242	8	16	380	20	390	3.86e-40	143
b0039	ZMO0283	28.947	38	23	1	206	239	491	528	1.8	27.3
b0039	EWS79_RS01220	28.947	38	23	1	206	239	491	528	1.8	27.3
b0039	ZMO1272	56.250	16	7	0	336	351	428	443	4.6	25.8
b0039	EWS79_RS05675	56.250	16	7	0	336	351	428	443	4.6	25.8
b0040	ZMO1374	37.838	37	20	1	380	416	122	155	0.84	28.5
b0040	EWS79_RS06100	37.838	37	20	1	380	416	122	155	0.84	28.5
b0040	ZMO1933	33.333	30	20	0	172	201	61	90	4.9	26.2
b0040	EWS79_RS08755	33.333	30	20	0	172	201	61	90	5.1	26.2
b0040	ZMO0778	25.373	67	47	1	205	271	292	355	7.2	25.8
b0040	EWS79_RS03435	25.373	67	47	1	205	271	292	355	7.2	25.8
b0041	ZMO1480	26.953	256	173	6	1	254	1	244	2.28e-18	78.6
b0041	EWS79_RS06590	26.953	256	173	6	1	254	1	244	2.32e-18	78.6
b0041	ZMO0949	33.333	60	36	1	91	150	339	394	1.4	26.9
b0041	EWS79_RS04230	33.333	60	36	1	91	150	339	394	1.4	26.9
b0041	ZMO1360	31.868	91	51	5	159	247	366	447	1.7	26.6
b0041	EWS79_RS06045	31.868	91	51	5	159	247	366	447	1.7	26.6
b0041	ZMO0593	31.250	64	41	2	42	103	126	188	3.5	25.4
b0041	EWS79_RS02620	31.250	64	41	2	42	103	126	188	3.5	25.4
b0041	ZMO0999	21.379	145	96	4	78	212	17	153	3.7	25.4
b0041	EWS79_RS04450	21.379	145	96	4	78	212	17	153	3.7	25.4
b0041	ZMO1092	34.375	32	21	0	95	126	392	423	7.3	24.6
b0041	EWS79_RS04870	34.375	32	21	0	95	126	392	423	7.3	24.6
b0041	ZMO1000	35.556	45	22	3	183	221	694	737	7.8	24.6
b0041	EWS79_RS04455	35.556	45	22	3	183	221	694	737	7.8	24.6
b0041	ZMO0499	24.000	50	37	1	192	241	290	338	9.4	24.3
